"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Power Rating (mW)","Value","Tolerance","Temperature Coefficient","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"RC0402DR-078K2L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.2k","0.5%","±100ppm/℃","","","LCSC","C138071","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC0402DR-078K2L_C138071.pdf"
"0402WGF8201TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.2k","1%","±100ppm/℃","","","LCSC","C25924","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF8201TCE_C25924.pdf"
"ERA2AEB822X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","8.2k","0.1%","±25ppm/℃","","","LCSC","C491097","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2004071108_PANASONIC-ERA2AEB822X_C491097.pdf"
"CR0402F8K20Q10Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","8.2k","1%","±100ppm/℃","","","LCSC","C880991","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR0402F8K20Q10Z_C880991.pdf"
"ERJU2RD8201X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","8.2k","0.5%","±50ppm/℃","","","LCSC","C543805","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_PANASONIC-ERJU2RD8201X_C543805.pdf"
"ERJ2RKF8201X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","8.2k","1%","±100ppm/℃","","","LCSC","C413094","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RKF8201X_C413094.pdf"
"ARG03BTC8201","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.2k","0.1%","±25ppm/℃","","","LCSC","C309082","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280231_Viking-Tech-ARG03BTC8201_C309082.pdf"
"RT0603DRD078K2L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.2k","0.5%","±25ppm/℃","","","LCSC","C723659","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008171336_YAGEO-RT0603DRD078K2L_C723659.pdf"
"0603WAF8201T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.2k","1%","±100ppm/℃","","","LCSC","C25981","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF8201T5E_C25981.pdf"
"TNPW06038K20BEEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","125","8.2k","0.1%","±25ppm/℃","","","LCSC","C2083151","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-TNPW06038K20BEEA_C2083151.pdf"
"TC0350F8201T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","166.7","8.2k","1%","±50ppm/℃","","","LCSC","C425640","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272202_UNI-ROYAL-Uniroyal-Elec-TC0350F8201T5E_C425640.pdf"
"HP03W5F8201T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","200","8.2k","1%","±100ppm/℃","","","LCSC","C2759389","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP03W5F8201T5E_C2759389.pdf"
"RT0805BRD078K2L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","8.2k","0.1%","±25ppm/℃","","","LCSC","C865688","Datasheet","https://datasheet.lcsc.com/lcsc/2210182130_YAGEO-RT0805BRD078K2L_C865688.pdf"
"0805W8F8201T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","8.2k","1%","±100ppm/℃","","","LCSC","C17828","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F8201T5E_C17828.pdf"
"PTFR0805B8K20N9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","130","8.2k","0.1%","±10ppm/℃","","","LCSC","C351543","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280131_RESI-PTFR0805B8K20N9_C351543.pdf"
"ERA6VEB8201V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","8.2k","0.1%","±25ppm/℃","","","LCSC","C543719","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_PANASONIC-ERA6VEB8201V_C543719.pdf"
"HPCR0805F8K20K9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","8.2k","1%","±100ppm/℃","","","LCSC","C365352","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409141113_RESI-HPCR0805F8K20K9_C365352.pdf"
"HP05W3F8201T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","333.3","8.2k","1%","±100ppm/℃","","","LCSC","C2759261","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP05W3F8201T5E_C2759261.pdf"
"RT1206BRD078K2L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.2k","0.1%","±25ppm/℃","","","LCSC","C870926","Datasheet","https://datasheet.lcsc.com/lcsc/2210181930_YAGEO-RT1206BRD078K2L_C870926.pdf"
"1206W4F8201T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.2k","1%","±100ppm/℃","","","LCSC","C18027","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F8201T5E_C18027.pdf"
"TNPW12068K20BEEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","400","8.2k","0.1%","±25ppm/℃","","","LCSC","C2090718","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-TNPW12068K20BEEA_C2090718.pdf"
"HP06W2F8201T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","500","8.2k","1%","±100ppm/℃","","","LCSC","C2759106","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP06W2F8201T5E_C2759106.pdf"
"AECR1210F8K20K9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","330","8.2k","1%","±100ppm/℃","","","LCSC","C351882","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409141055_RESI-AECR1210F8K20K9_C351882.pdf"
"FRC1210F8201TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","8.2k","1%","±100ppm/℃","","","LCSC","C5126168","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2408150956_FOJAN-FRC1210F8201TS_C5126168.pdf"
"RTT208201FTE","RALEC","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","8.2k","1%","±100ppm/℃","","","LCSC","C458636","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221115_RALEC-RTT208201FTE_C458636.pdf"
"AC2512FK-078K2L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","8.2k","1%","±100ppm/℃","","","LCSC","C728253","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC2512FK-078K2L_C728253.pdf"
"PTFR0402B8K25N9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","60","8.25k","0.1%","±10ppm/℃","","","LCSC","C2692929","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280130_RESI-PTFR0402B8K25N9_C2692929.pdf"
"FRC0402F8251TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.25k","1%","±100ppm/℃","","","LCSC","C5126132","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0402F8251TS_C5126132.pdf"
"ERA-2AEB8251X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","8.25k","0.1%","±25ppm/℃","","","LCSC","C2074816","Datasheet","https://datasheet.lcsc.com/lcsc/2202011700_PANASONIC-ERA-2AEB8251X_C2074816.pdf"
"CRCW04028K25FKEDHP","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","200","8.25k","1%","±100ppm/℃","","","LCSC","C4347243","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2212211230_Vishay-Intertech-CRCW04028K25FKEDHP_C4347243.pdf"
"AR03BTCX8251","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.25k","0.1%","±25ppm/℃","","","LCSC","C374538","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-AR03BTCX8251_C374538.pdf"
"RT0603DRD078K25L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.25k","0.5%","±25ppm/℃","","","LCSC","C706011","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010201809_YAGEO-RT0603DRD078K25L_C706011.pdf"
"FRC0603F8251TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.25k","1%","±100ppm/℃","","","LCSC","C2933261","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0603F8251TS_C2933261.pdf"
"0805W8F8251T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","8.25k","1%","±100ppm/℃","","","LCSC","C17827","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F8251T5E_C17827.pdf"
"HPCR0805F8K25K9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","8.25k","1%","±100ppm/℃","","","LCSC","C365353","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409141113_RESI-HPCR0805F8K25K9_C365353.pdf"
"RC1206FR-078K25L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.25k","1%","±100ppm/℃","","","LCSC","C274066","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC1206FR-078K25L_C274066.pdf"
"25121WF8251T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","8.25k","1%","±100ppm/℃","","","LCSC","C421505","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-25121WF8251T4E_C421505.pdf"
"1206W4F8401T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.4k","1%","±100ppm/℃","","","LCSC","C422479","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-1206W4F8401T5E_C422479.pdf"
"PTFR0402B8K45N9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","60","8.45k","0.1%","±10ppm/℃","","","LCSC","C2692928","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280130_RESI-PTFR0402B8K45N9_C2692928.pdf"
"RT0402BRD078K45L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.45k","0.1%","±25ppm/℃","","","LCSC","C728566","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-RT0402BRD078K45L_C728566.pdf"
"0402WGF8451TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.45k","1%","±100ppm/℃","","","LCSC","C270579","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-0402WGF8451TCE_C270579.pdf"
"RT0603BRE078K45L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.45k","0.1%","±50ppm/℃","","","LCSC","C862309","Datasheet","https://datasheet.lcsc.com/lcsc/2311211102_YAGEO-RT0603BRE078K45L_C862309.pdf"
"RC0603FR-078K45L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.45k","1%","±100ppm/℃","","","LCSC","C163417","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC0603FR-078K45L_C163417.pdf"
"FRC0805F8451TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","8.45k","1%","±100ppm/℃","","","LCSC","C2933505","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F8451TS_C2933505.pdf"
"FRC1206F8451TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.45k","1%","±100ppm/℃","","","LCSC","C5126212","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC1206F8451TS_C5126212.pdf"
"AC1210FR-078K45L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","8.45k","1%","±100ppm/℃","","","LCSC","C230367","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-078K45L_C230367.pdf"
"201007F8451T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","8.45k","1%","±100ppm/℃","","","LCSC","C407002","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-201007F8451T4E_C407002.pdf"
"ARG02BTC8661","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.66k","0.1%","±25ppm/℃","","","LCSC","C2684545","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG02BTC8661_C2684545.pdf"
"RC0402FR-078K66L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.66k","1%","±100ppm/℃","","","LCSC","C185387","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC0402FR-078K66L_C185387.pdf"
"RT0402BRD078K66L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","8.66k","0.1%","±25ppm/℃","","","LCSC","C852945","Datasheet","https://datasheet.lcsc.com/lcsc/2201242130_YAGEO-RT0402BRD078K66L_C852945.pdf"
"RK73H1ETTP8661F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","8.66k","1%","±100ppm/℃","","","LCSC","C830264","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KOA-Speer-Elec-RK73H1ETTP8661F_C830264.pdf"
"RT0603BRD078K66L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.66k","0.1%","±25ppm/℃","","","LCSC","C861591","Datasheet","https://datasheet.lcsc.com/lcsc/2210190000_YAGEO-RT0603BRD078K66L_C861591.pdf"
"RT0603DRD078K66L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.66k","0.5%","±25ppm/℃","","","LCSC","C706012","Datasheet","https://datasheet.lcsc.com/lcsc/2105241334_YAGEO-RT0603DRD078K66L_C706012.pdf"
"0603WAF8661T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.66k","1%","±100ppm/℃","","","LCSC","C23114","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-0603WAF8661T5E_C23114.pdf"
"RT0805BRD078K66L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","8.66k","0.1%","±25ppm/℃","","","LCSC","C865691","Datasheet","https://datasheet.lcsc.com/lcsc/2210182130_YAGEO-RT0805BRD078K66L_C865691.pdf"
"FRC0805F8661TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","8.66k","1%","±100ppm/℃","","","LCSC","C2933506","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F8661TS_C2933506.pdf"
"RK73H2ATTD8661F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","8.66k","1%","±100ppm/℃","","","LCSC","C830399","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KOA-Speer-Elec-RK73H2ATTD8661F_C830399.pdf"
"RC1206DR-078K66L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.66k","0.5%","±100ppm/℃","","","LCSC","C326711","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811151427_YAGEO-RC1206DR-078K66L_C326711.pdf"
"FRC1206F8661TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.66k","1%","±100ppm/℃","","","LCSC","C5153982","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC1206F8661TS_C5153982.pdf"
"AC1210FR-078K66L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","8.66k","1%","±100ppm/℃","","","LCSC","C230368","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-078K66L_C230368.pdf"
"ARG03BTC8761N","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.76k","0.1%","±25ppm/℃","","","LCSC","C2684583","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG03BTC8761N_C2684583.pdf"
"TC0210B8871TCC","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.87k","0.1%","±10ppm/℃","","","LCSC","C517790","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272202_UNI-ROYAL-Uniroyal-Elec-TC0210B8871TCC_C517790.pdf"
"RT0402DRE078K87L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.87k","0.5%","±50ppm/℃","","","LCSC","C854059","Datasheet","https://datasheet.lcsc.com/lcsc/2210190330_YAGEO-RT0402DRE078K87L_C854059.pdf"
"CRCW04028K87FKED","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","8.87k","1%","±100ppm/℃","","","LCSC","C2076666","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Vishay-Intertech-CRCW04028K87FKED_C2076666.pdf"
"ERJ2RKF8871X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","8.87k","1%","±100ppm/℃","","","LCSC","C2077061","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2407261839_PANASONIC-ERJ2RKF8871X_C2077061.pdf"
"AR03FTC8871","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","8.87k","1%","±25ppm/℃","","","LCSC","C234675","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280202_Viking-Tech-AR03FTC8871_C234675.pdf"
"RT0603BRE078K87L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.87k","0.1%","±50ppm/℃","","","LCSC","C862310","Datasheet","https://datasheet.lcsc.com/lcsc/2311211102_YAGEO-RT0603BRE078K87L_C862310.pdf"
"FRC0603F8871TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.87k","1%","±100ppm/℃","","","LCSC","C2998144","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0603F8871TS_C2998144.pdf"
"FRC0805F8871TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","8.87k","1%","±100ppm/℃","","","LCSC","C5121548","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0805F8871TS_C5121548.pdf"
"WR12X8871FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","8.87k","1%","±100ppm/℃","","","LCSC","C368318","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-WR12X8871FTL_C368318.pdf"
"1210W2F8871T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","8.87k","1%","±100ppm/℃","","","LCSC","C784309","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-1210W2F8871T5E_C784309.pdf"
"RT0603BRD078K98L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","8.98k","0.1%","±25ppm/℃","","","LCSC","C5197519","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2210271530_YAGEO-RT0603BRD078K98L_C5197519.pdf"
"ARG05BTC9001N","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9k","0.1%","±25ppm/℃","","","LCSC","C2828721","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-ARG05BTC9001N_C2828721.pdf"
"FRC0805F9001TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","9k","1%","±100ppm/℃","","","LCSC","C2930212","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411071710_FOJAN-FRC0805F9001TS_C2930212.pdf"
"ARG06BTC9001N","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9k","0.1%","±25ppm/℃","","","LCSC","C2828878","Datasheet","https://datasheet.lcsc.com/lcsc/2105241808_Viking-Tech-ARG06BTC9001N_C2828878.pdf"
"ARG06DTC9001N","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","9k","0.5%","±25ppm/℃","","","LCSC","C2984531","Datasheet","https://datasheet.lcsc.com/lcsc/2203231830_Viking-Tech-ARG06DTC9001N_C2984531.pdf"
"PTFR0402B9K09P9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","60","9.09k","0.1%","±25ppm/℃","","","LCSC","C2692925","Datasheet","https://datasheet.lcsc.com/lcsc/2310201550_RESI-PTFR0402B9K09P9_C2692925.pdf"
"RT0402BRD079K09L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.09k","0.1%","±25ppm/℃","","","LCSC","C852966","Datasheet","https://datasheet.lcsc.com/lcsc/2210181700_YAGEO-RT0402BRD079K09L_C852966.pdf"
"0402WGF9091TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","9.09k","1%","±100ppm/℃","","","LCSC","C11549","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0402WGF9091TCE_C11549.pdf"
"CR0402F9K09Q10Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","9.09k","1%","±100ppm/℃","","","LCSC","C881113","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR0402F9K09Q10Z_C881113.pdf"
"ERJ2RKF9091X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","9.09k","1%","±100ppm/℃","","","LCSC","C400642","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RKF9091X_C400642.pdf"
"RT0603BRD079K09L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","9.09k","0.1%","±25ppm/℃","","","LCSC","C861611","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2210190000_YAGEO-RT0603BRD079K09L_C861611.pdf"
