"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Voltage Rating","Dielectric","Capacitance","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"CC0603JRNPO9BN392","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","3.9n","","","LCSC","C576817","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2204291600_YAGEO-CC0603JRNPO9BN392_C576817.pdf"
"CC0805FKNPO9BN392","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","3.9n","","","LCSC","C541576","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006151213_YAGEO-CC0805FKNPO9BN392_C541576.pdf"
"CC1206GRNPO9BN392","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","NP0","3.9n","","","LCSC","C541560","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006151212_YAGEO-CC1206GRNPO9BN392_C541560.pdf"
"UMK105BJ392KV-F","Taiyo Yuden","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","X5R","3.9n","","","LCSC","C311702","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409301202_Taiyo-Yuden-UMK105BJ392KV-F_C311702.pdf"
"TCC0402X7R392K500AT","CCTC","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","X7R","3.9n","","","LCSC","C880632","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_CCTC-TCC0402X7R392K500AT_C880632.pdf"
"0603B392K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","X7R","3.9n","","","LCSC","C1618","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603B392K500NT_C1618.pdf"
"0805B392K500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","X7R","3.9n","","","LCSC","C525502","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805B392K500CT_C525502.pdf"
"1206B392K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","X7R","3.9n","","","LCSC","C1867","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B392K500NT_C1867.pdf"
"GCM155R72A392KA37D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","100V","X7R","3.9n","","","LCSC","C2941956","Datasheet","https://datasheet.lcsc.com/lcsc/2201121900_Murata-Electronics-GCM155R72A392KA37D_C2941956.pdf"
"0603B392K101CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","X7R","3.9n","","","LCSC","C3899256","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201534_Walsin-Tech-Corp-0603B392K101CT_C3899256.pdf"
"0805B392K101CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","X7R","3.9n","","","LCSC","C384759","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805B392K101CT_C384759.pdf"
"TCC1206X7R392K101DT","CCTC","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","100V","X7R","3.9n","","","LCSC","C5449050","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2403281714_CCTC-TCC1206X7R392K101DT_C5449050.pdf"
"C0805X392K251T","IHHEC(HOLY STONE ENTERPRISE CO. LTD)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","X7R","3.9n","","","LCSC","C340301","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_IHHEC-HOLY-STONE-ENTERPRISE-CO---LTD-C0805X392K251T_C340301.pdf"
"CC1206KKX7RCBB392","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","X7R","3.9n","","","LCSC","C577225","Datasheet","https://datasheet.lcsc.com/lcsc/2207151730_YAGEO-CC1206KKX7RCBB392_C577225.pdf"
"FV43X392K202EFG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","2kV","X7R","3.9n","","","LCSC","C5144754","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2208240930_PSA-Prosperity-Dielectrics-FV43X392K202EFG_C5144754.pdf"
"GRM1557U1A432JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","10V","U2J","4.3n","","","LCSC","C710861","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308111634_Murata-Electronics-GRM1557U1A432JA01D_C710861.pdf"
"0805B472K101NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","X7R","4.7n","","","LCSC","C303909","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B472K101NT_C303909.pdf"
"0805B472K251NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","X7R","4.7n","","","LCSC","C967580","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B472K251NT_C967580.pdf"
"GRM033R70J472JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","6.3V","X7R","4.7n","","","LCSC","C909904","Datasheet","https://datasheet.lcsc.com/lcsc/2201242100_Murata-Electronics-GRM033R70J472JA01D_C909904.pdf"
"GRM1557U1A472JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","10V","U2J","4.7n","","","LCSC","C389009","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Murata-Electronics-GRM1557U1A472JA01D_C389009.pdf"
"GRM033R61A472KA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","10V","X5R","4.7n","","","LCSC","C161470","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM033R61A472KA01D_C161470.pdf"
"GRM033R71A472KA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","10V","X7R","4.7n","","","LCSC","C85927","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-GRM033R71A472KA01D_C85927.pdf"
"CC0402KRX7R6BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","10V","X7R","4.7n","","","LCSC","C1852867","Datasheet","https://datasheet.lcsc.com/lcsc/2201271000_YAGEO-CC0402KRX7R6BB472_C1852867.pdf"
"CC0201KRX7R7BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","16V","X7R","4.7n","","","LCSC","C526960","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272300_YAGEO-CC0201KRX7R7BB472_C526960.pdf"
"CC0402JRX7R7BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","16V","X7R","4.7n","","","LCSC","C541444","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272300_YAGEO-CC0402JRX7R7BB472_C541444.pdf"
"0603B472K160NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","16V","X7R","4.7n","","","LCSC","C2991565","Datasheet","https://datasheet.lcsc.com/lcsc/2204111630_FH--Guangdong-Fenghua-Advanced-Tech-0603B472K160NT_C2991565.pdf"
"CC0805KRX7R7BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","16V","X7R","4.7n","","","LCSC","C519914","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272300_YAGEO-CC0805KRX7R7BB472_C519914.pdf"
"C1608C0G1E472JT000N","TDK","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","25V","C0G","4.7n","","","LCSC","C445739","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-C1608C0G1E472JT000N_C445739.pdf"
"CC0603JRNPO8BN472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","25V","NP0","4.7n","","","LCSC","C576815","Datasheet","https://datasheet.lcsc.com/lcsc/2204211700_YAGEO-CC0603JRNPO8BN472_C576815.pdf"
"CC0805JKNPO8BN472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","25V","NP0","4.7n","","","LCSC","C541501","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006151141_YAGEO-CC0805JKNPO8BN472_C541501.pdf"
"GRM033R61E472KA12D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","X5R","4.7n","","","LCSC","C161478","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811131851_Murata-Electronics-GRM033R61E472KA12D_C161478.pdf"
"GRM033R71E472KE14D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","X7R","4.7n","","","LCSC","C85933","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-GRM033R71E472KE14D_C85933.pdf"
"CC0402KRX7R8BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","25V","X7R","4.7n","","","LCSC","C181747","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811091032_YAGEO-CC0402KRX7R8BB472_C181747.pdf"
"CC0603KRX7R8BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","25V","X7R","4.7n","","","LCSC","C505480","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272232_YAGEO-CC0603KRX7R8BB472_C505480.pdf"
"GRM155B11H472KA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","B","4.7n","","","LCSC","C237394","Datasheet","https://datasheet.lcsc.com/lcsc/2109071830_Murata-Electronics-GRM155B11H472KA01D_C237394.pdf"
"GRM1555C1H472JE01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","4.7n","","","LCSC","C1518204","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2111031730_Murata-Electronics-GRM1555C1H472JE01D_C1518204.pdf"
"GRM1885C1H472JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","4.7n","","","LCSC","C85980","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM1885C1H472JA01D_C85980.pdf"
"GRM2165C1H472JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","4.7n","","","LCSC","C77063","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM2165C1H472JA01D_C77063.pdf"
"12065A472JAT2A","Kyocera AVX","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","C0G","4.7n","","","LCSC","C2168214","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Kyocera-AVX-12065A472JAT2A_C2168214.pdf"
"CC0603JRNPO9BN472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","4.7n","","","LCSC","C576818","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603JRNPO9BN472_C576818.pdf"
"CC0805JKNPO9BN472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","4.7n","","","LCSC","C107104","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805JKNPO9BN472_C107104.pdf"
"C1206N472J050T","IHHEC(HOLY STONE ENTERPRISE CO. LTD)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","NP0","4.7n","","","LCSC","C105996","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_IHHEC-HOLY-STONE-ENTERPRISE-CO---LTD-C1206N472J050T_C105996.pdf"
"CC1210JKNPO9BN472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","50V","NP0","4.7n","","","LCSC","C577266","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008201234_YAGEO-CC1210JKNPO9BN472_C577266.pdf"
"0201B472K500NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","X7R","4.7n","","","LCSC","C66943","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0201B472K500NT_C66943.pdf"
"0402B472K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","X7R","4.7n","","","LCSC","C1538","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402B472K500NT_C1538.pdf"
"0603B472K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","X7R","4.7n","","","LCSC","C53987","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603B472K500NT_C53987.pdf"
"0805B472K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","X7R","4.7n","","","LCSC","C1744","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B472K500NT_C1744.pdf"
"CC1206KRX7R9BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","X7R","4.7n","","","LCSC","C107208","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206KRX7R9BB472_C107208.pdf"
"GCM188R91H472KA37D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","X8R","4.7n","","","LCSC","C524555","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-GCM188R91H472KA37D_C524555.pdf"
"CGA3EAC0G2A472JT000E","TDK","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","C0G","4.7n","","","LCSC","C695387","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010141133_TDK-CGA3EAC0G2A472JT000E_C695387.pdf"
"FM21N472J101ECG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","C0G","4.7n","","","LCSC","C5156774","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2209061730_PSA-Prosperity-Dielectrics-FM21N472J101ECG_C5156774.pdf"
"FM31N472J101PXG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","100V","C0G","4.7n","","","LCSC","C2915711","Datasheet","https://datasheet.lcsc.com/lcsc/2111161730_PSA-Prosperity-Dielectrics-FM31N472J101PXG_C2915711.pdf"
"CC0805JKNPO0BN472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","NP0","4.7n","","","LCSC","C513576","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2004231432_YAGEO-CC0805JKNPO0BN472_C513576.pdf"
"CC1206JRNPO0BN472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","100V","NP0","4.7n","","","LCSC","C577156","Datasheet","https://datasheet.lcsc.com/lcsc/2203221230_YAGEO-CC1206JRNPO0BN472_C577156.pdf"
"GCM1887U2A472JA16D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","U2J","4.7n","","","LCSC","C783267","Datasheet","https://datasheet.lcsc.com/lcsc/2308111605_Murata-Electronics-GCM1887U2A472JA16D_C783267.pdf"
"GRM155R72A472KA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","100V","X7R","4.7n","","","LCSC","C415704","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM155R72A472KA01D_C415704.pdf"
"FM18X472K101PSG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","X7R","4.7n","","","LCSC","C382251","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409271633_PSA-Prosperity-Dielectrics-FM18X472K101PSG_C382251.pdf"
"CC0805KRX7R0BB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","X7R","4.7n","","","LCSC","C282077","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805KRX7R0BB472_C282077.pdf"
"12061C472KAT2A","Kyocera AVX","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","100V","X7R","4.7n","","","LCSC","C2181090","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Kyocera-AVX-12061C472KAT2A_C2181090.pdf"
"CC0603KRX7RABB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","200V","X7R","4.7n","","","LCSC","C596328","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006091816_YAGEO-CC0603KRX7RABB472_C596328.pdf"
"CC0805KRX7RABB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","200V","X7R","4.7n","","","LCSC","C113866","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805KRX7RABB472_C113866.pdf"
"CC1206KRX7RABB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","200V","X7R","4.7n","","","LCSC","C326674","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811061214_YAGEO-CC1206KRX7RABB472_C326674.pdf"
"GCM21B5C2E472JX01L","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","C0G","4.7n","","","LCSC","C415370","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Murata-Electronics-GCM21B5C2E472JX01L_C415370.pdf"
"C3216C0G2E472JT000N","TDK","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","250V","C0G","4.7n","","","LCSC","C342765","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-C3216C0G2E472JT000N_C342765.pdf"
"GRM31A7U2E472JW31D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","250V","U2J","4.7n","","","LCSC","C692632","Datasheet","https://datasheet.lcsc.com/lcsc/2308111642_Murata-Electronics-GRM31A7U2E472JW31D_C692632.pdf"
"CC0805KRX7RYBB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","X7R","4.7n","","","LCSC","C107168","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805KRX7RYBB472_C107168.pdf"
"C1206X472M251T","IHHEC(HOLY STONE ENTERPRISE CO. LTD)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","250V","X7R","4.7n","","","LCSC","C106079","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_IHHEC-HOLY-STONE-ENTERPRISE-CO---LTD-C1206X472M251T_C106079.pdf"
"1210B472K251NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","250V","X7R","4.7n","","","LCSC","C52019","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1210B472K251NT_C52019.pdf"
"CC1812KKX7RYBB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","250V","X7R","4.7n","","","LCSC","C723621","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008171335_YAGEO-CC1812KKX7RYBB472_C723621.pdf"
"C1206N472J501TEF","IHHEC(HOLY STONE ENTERPRISE CO. LTD)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","NP0","4.7n","","","LCSC","C2991917","Datasheet","https://datasheet.lcsc.com/lcsc/2204220915_IHHEC-HOLY-STONE-ENTERPRISE-CO---LTD-C1206N472J501TEF_C2991917.pdf"
"CC0805KRX7RBBB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","500V","X7R","4.7n","","","LCSC","C113868","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805KRX7RBBB472_C113868.pdf"
"CC1206KKX7RBBB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","X7R","4.7n","","","LCSC","C107190","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206KKX7RBBB472_C107190.pdf"
"CC1210KKX7RBBB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","500V","X7R","4.7n","","","LCSC","C1882479","Datasheet","https://datasheet.lcsc.com/lcsc/2201280400_YAGEO-CC1210KKX7RBBB472_C1882479.pdf"
"C3216C0G2J472JT000N","TDK","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","C0G","4.7n","","","LCSC","C342746","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-C3216C0G2J472JT000N_C342746.pdf"
"FM43N472J631ECG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","630V","NP0","4.7n","","","LCSC","C5795613","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2305051402_PSA-Prosperity-Dielectrics-FM43N472J631ECG_C5795613.pdf"
"GCM31C7U2J472JX03L","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","U2J","4.7n","","","LCSC","C464412","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010302_Murata-Electronics-GCM31C7U2J472JX03L_C464412.pdf"
"0805B472K631CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","630V","X7R","4.7n","","","LCSC","C3849745","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201536_Walsin-Tech-Corp-0805B472K631CT_C3849745.pdf"
"CC1206KKX7RZBB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","X7R","4.7n","","","LCSC","C326708","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141242_YAGEO-CC1206KKX7RZBB472_C326708.pdf"
"FV32N472J102EFG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","1kV","C0G","4.7n","","","LCSC","C5156737","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2209061730_PSA-Prosperity-Dielectrics-FV32N472J102EFG_C5156737.pdf"
"FV43N472J102EGG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","1kV","NP0","4.7n","","","LCSC","C692321","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409271633_PSA-Prosperity-Dielectrics-FV43N472J102EGG_C692321.pdf"
"0805B472K102CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","1kV","X7R","4.7n","","","LCSC","C3905080","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201536_Walsin-Tech-Corp-0805B472K102CT_C3905080.pdf"
"1206B472K102NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","X7R","4.7n","","","LCSC","C9192","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B472K102NT_C9192.pdf"
"CC1210KKX7RCBB472","YAGEO","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","1kV","X7R","4.7n","","","LCSC","C577284","Datasheet","https://datasheet.lcsc.com/lcsc/2105241311_YAGEO-CC1210KKX7RCBB472_C577284.pdf"
