"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Z @ 100 MHz","DCR (mOhms)","Current Rating (mA)","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"PZ2012D390-4R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","39","20","4000","","","LCSC","C98290","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ2012D390-4R0TF_C98290.pdf"
"FBMJ2125HS420-T","Taiyo Yuden","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","42","8","4000","","","LCSC","C92884","Datasheet","https://datasheet.lcsc.com/lcsc/2207151230_Taiyo-Yuden-FBMJ2125HS420-T_C92884.pdf"
"UPZ2012U600-4R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","20","4000","","","LCSC","C145061","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301642_Sunlord-UPZ2012U600-4R0TF_C145061.pdf"
"SBH2012S600RSP","Sunltech Tech","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","35","4000","","","LCSC","C216149","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Sunltech-Tech-SBH2012S600RSP_C216149.pdf"
"HCB2012KF-600T40","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","30","4000","","","LCSC","C369524","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171441_TAI-TECH-HCB2012KF-600T40_C369524.pdf"
"UPZ2012D800-4R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","80","20","4000","","","LCSC","C145060","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301642_Sunlord-UPZ2012D800-4R0TF_C145060.pdf"
"MPZ2012S101ATD25","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","100","20","4000","","","LCSC","C307776","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2212291808_TDK-MPZ2012S101ATD25_C307776.pdf"
"UPZ2012E121-4R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","20","4000","","","LCSC","C97001","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301642_Sunlord-UPZ2012E121-4R0TF_C97001.pdf"
"YI201209U121-4R0T","YJYCOIN","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","50","4000","","","LCSC","C3011217","Datasheet","https://datasheet.lcsc.com/lcsc/2205091530_YJYCOIN-YI201209U121-4R0T_C3011217.pdf"
"BLM21SP181BH1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","180","20","4000","","","LCSC","C1533922","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2107291730_Murata-Electronics-BLM21SP181BH1D_C1533922.pdf"
"YI201209U201-4R0T","YJYCOIN","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","200","35","4000","","","LCSC","C7541655","Datasheet","https://datasheet.lcsc.com/lcsc/2308221104_YJYCOIN-YI201209U201-4R0T_C7541655.pdf"
"HCB2012KF-301T40","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","40","4000","","","LCSC","C357002","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171139_TAI-TECH-HCB2012KF-301T40_C357002.pdf"
"PBY201209T-170Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","17","20","5000","","","LCSC","C142060","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-PBY201209T-170Y-N_C142060.pdf"
"SBH2012S300USP","Sunltech Tech","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","30","5000","","","LCSC","C216148","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Sunltech-Tech-SBH2012S300USP_C216148.pdf"
"HCB2012KF-300T50","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","20","5000","","","LCSC","C356999","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171138_TAI-TECH-HCB2012KF-300T50_C356999.pdf"
"HCB2012KF-400T50","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","40","20","5000","","","LCSC","C369522","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171441_TAI-TECH-HCB2012KF-400T50_C369522.pdf"
"HCB2012KF-420T50","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","42","20","5000","","","LCSC","C369523","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171441_TAI-TECH-HCB2012KF-420T50_C369523.pdf"
"MH2029-600Y","BOURNS","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","20","5000","","","LCSC","C780182","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409302333_BOURNS-MH2029-600Y_C780182.pdf"
"UPB201209T-101Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","100","20","5000","","","LCSC","C285591","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-UPB201209T-101Y-N_C285591.pdf"
"BLM21SP111SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","110","13","5000","","","LCSC","C882614","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2201242130_Murata-Electronics-BLM21SP111SN1D_C882614.pdf"
"HCB2012KF-121T50","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","20","5000","","","LCSC","C304323","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171411_TAI-TECH-HCB2012KF-121T50_C304323.pdf"
"YI201209U121-5R0T","YJYCOIN","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","30","5000","","","LCSC","C2971889","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410121218_YJYCOIN-YI201209U121-5R0T_C2971889.pdf"
"CBM201209U000T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","0","10","6000","","","LCSC","C394429","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBM201209U000T_C394429.pdf"
"CBM201209U050T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","5","10","6000","","","LCSC","C98486","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409302300_FH--Guangdong-Fenghua-Advanced-Tech-CBM201209U050T_C98486.pdf"
"HCB2012MF-070T60","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","7","10","6000","","","LCSC","C369527","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171441_TAI-TECH-HCB2012MF-070T60_C369527.pdf"
"PBY201209T-100Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","10","10","6000","","","LCSC","C142066","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-PBY201209T-100Y-N_C142066.pdf"
"CBM201209U110T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","11","10","6000","","","LCSC","C316448","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409302232_FH--Guangdong-Fenghua-Advanced-Tech-CBM201209U110T_C316448.pdf"
"CBM201209U190T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","19","10","6000","","","LCSC","C394437","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBM201209U190T_C394437.pdf"
"UPZ2012U220-6R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","22","10","6000","","","LCSC","C361652","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301642_Sunlord-UPZ2012U220-6R0TF_C361652.pdf"
"BLM21PG220SH1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","22","9","6000","","","LCSC","C341664","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Murata-Electronics-BLM21PG220SH1D_C341664.pdf"
"742792021","Wurth Elektronik","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","22","8","6000","","","LCSC","C2661421","Datasheet","https://datasheet.lcsc.com/lcsc/2106071807_Wurth-Elektronik-742792021_C2661421.pdf"
"YI201209U220-6R0T","YJYCOIN","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","22","25","6000","","","LCSC","C2971886","Datasheet","https://datasheet.lcsc.com/lcsc/2201241630_YJYCOIN-YI201209U220-6R0T_C2971886.pdf"
"FBMJ2125HS250NT","Taiyo Yuden","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","25","4","6000","","","LCSC","C92883","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810091433_Taiyo-Yuden-FBMJ2125HS250NT_C92883.pdf"
"HCB2012KF-260T60","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","26","10","6000","","","LCSC","C356997","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171138_TAI-TECH-HCB2012KF-260T60_C356997.pdf"
"CBM201209U300T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","10","6000","","","LCSC","C268310","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBM201209U300T_C268310.pdf"
"UPB201209T-300Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","12","6000","","","LCSC","C280700","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-UPB201209T-300Y-N_C280700.pdf"
"ILHB0805ER300V","Vishay Intertech","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","15","6000","","","LCSC","C2661863","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-ILHB0805ER300V_C2661863.pdf"
"UPB201209T-600Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","60","18","6000","","","LCSC","C285589","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-UPB201209T-600Y-N_C285589.pdf"
"BLM21SP700BH1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","70","9000","6000","","","LCSC","C2661785","Datasheet","https://datasheet.lcsc.com/lcsc/2106071736_Murata-Electronics-BLM21SP700BH1D_C2661785.pdf"
"UPB201209T-800Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","80","20","6000","","","LCSC","C142026","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-UPB201209T-800Y-N_C142026.pdf"
"HCB2012KF-121T60","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","20","6000","","","LCSC","C369519","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171441_TAI-TECH-HCB2012KF-121T60_C369519.pdf"
"BLM21SN300SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","4","8500","","","LCSC","C596496","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292332_Murata-Electronics-BLM21SN300SN1D_C596496.pdf"
"YI201209A300-10R0T","YJYCOIN","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","3","10000","","","LCSC","C20416195","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2401051808_YJYCOIN-YI201209A300-10R0T_C20416195.pdf"
"SCBG321609U202T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","2000","1000","50","","","LCSC","C480918","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2003181935_Yanchuang-SCBG321609U202T_C480918.pdf"
"BLM31AF700SN1L","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","70","70","200","","","LCSC","C113036","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2001061832_Murata-Electronics-BLM31AF700SN1L_C113036.pdf"
"CBW321609U252T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","2500","900","200","","","LCSC","C394503","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010302_FH--Guangdong-Fenghua-Advanced-Tech-CBW321609U252T_C394503.pdf"
"MLB3216F-122T","Meled","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1200","600","300","","","LCSC","C2844623","Datasheet","https://datasheet.lcsc.com/lcsc/2306021145_MetalLions-MLB3216F-122T_C2844623.pdf"
"CBW321609U202T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","2000","700","300","","","LCSC","C268314","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW321609U202T_C268314.pdf"
"ILB1206ER121V","Vishay Intertech","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","120","200","400","","","LCSC","C2662029","Datasheet","https://datasheet.lcsc.com/lcsc/2106071735_Vishay-Intertech-ILB1206ER121V_C2662029.pdf"
"FCM3216KF-601T04","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","600","400","400","","","LCSC","C155099","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171335_TAI-TECH-FCM3216KF-601T04_C155099.pdf"
"CBG321609U801T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","800","350","400","","","LCSC","C401495","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U801T_C401495.pdf"
"CBG321609U102T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1000","350","400","","","LCSC","C361667","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U102T_C361667.pdf"
"74279219","Wurth Elektronik","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","700","650","450","","","LCSC","C2661943","Datasheet","https://datasheet.lcsc.com/lcsc/2106071735_Wurth-Elektronik-74279219_C2661943.pdf"
"FCM3216KF-260T05","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","26","200","500","","","LCSC","C155093","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171308_TAI-TECH-FCM3216KF-260T05_C155093.pdf"
"FCM3216KF-500T05","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","50","200","500","","","LCSC","C155098","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171335_TAI-TECH-FCM3216KF-500T05_C155098.pdf"
"FCM3216KF-900T05","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","90","200","500","","","LCSC","C155101","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409301532_TAI-TECH-FCM3216KF-900T05_C155101.pdf"
"GZ3216D102TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1000","600","500","","","LCSC","C317621","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ3216D102TF_C317621.pdf"
"PZ3216U102-R50TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1000","300","500","","","LCSC","C370094","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ3216U102-R50TF_C370094.pdf"
"CBW321609U152T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1500","450","500","","","LCSC","C394497","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW321609U152T_C394497.pdf"
"CBW321609U182T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1800","600","500","","","LCSC","C394499","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW321609U182T_C394499.pdf"
"MGGB3216M151HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","150","150","600","","","LCSC","C281178","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB3216M151HT-LF_C281178.pdf"
"GZ3216D221TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","220","200","600","","","LCSC","C317625","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ3216D221TF_C317625.pdf"
"MLB3216F-301T","Meled","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","300","200","600","","","LCSC","C2844616","Datasheet","https://datasheet.lcsc.com/lcsc/2306021145_MetalLions-MLB3216F-301T_C2844616.pdf"
"GZ3216D501TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","500","300","600","","","LCSC","C317623","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ3216D501TF_C317623.pdf"
"CBG321609U601T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","600","300","600","","","LCSC","C74486","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U601T_C74486.pdf"
"FCM3216KF-221T07","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","220","350","700","","","LCSC","C155092","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171308_TAI-TECH-FCM3216KF-221T07_C155092.pdf"
"CBG321609U151T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","150","200","800","","","LCSC","C74484","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U151T_C74484.pdf"
"CBG321609U221T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","220","200","800","","","LCSC","C124098","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U221T_C124098.pdf"
"CBG321609U301T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","300","200","800","","","LCSC","C139154","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U301T_C139154.pdf"
"CBG321609U000T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","0","100","1000","","","LCSC","C94305","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810271623_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U000T_C94305.pdf"
"CBG321609U050T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","5","100","1000","","","LCSC","C139150","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U050T_C139150.pdf"
"CBG321609U110T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","11","100","1000","","","LCSC","C89361","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U110T_C89361.pdf"
"CBG321609U260T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","26","100","1000","","","LCSC","C668240","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U260T_C668240.pdf"
"SCBG321609U310T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","31","100","1000","","","LCSC","C480903","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Yanchuang-SCBG321609U310T_C480903.pdf"
"CBG321609U600T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","60","150","1000","","","LCSC","C1020","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810311412_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U600T_C1020.pdf"
"MGGB3216M600HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","60","80","1000","","","LCSC","C281190","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB3216M600HT-LF_C281190.pdf"
"MLB3216F-600T","Meled","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","60","100","1000","","","LCSC","C2844608","Datasheet","https://datasheet.lcsc.com/lcsc/2306021144_MetalLions-MLB3216F-600T_C2844608.pdf"
"CBG321609U800T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","80","150","1000","","","LCSC","C159736","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U800T_C159736.pdf"
"MLB3216F-800T","Meled","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","80","100","1000","","","LCSC","C2844609","Datasheet","https://datasheet.lcsc.com/lcsc/2306021144_MetalLions-MLB3216F-800T_C2844609.pdf"
"CBG321609U101T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","100","150","1000","","","LCSC","C74485","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U101T_C74485.pdf"
"MGGB3216M101HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","100","100","1000","","","LCSC","C281174","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB3216M101HT-LF_C281174.pdf"
"CBG321609U121T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","120","150","1000","","","LCSC","C39279","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG321609U121T_C39279.pdf"
"MLB3216F-121T","Meled","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","120","100","1000","","","LCSC","C2844612","Datasheet","https://datasheet.lcsc.com/lcsc/2306021145_MetalLions-MLB3216F-121T_C2844612.pdf"
"SBH3216S102LSP","Sunltech Tech","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1000","300","1000","","","LCSC","C908354","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280232_Sunltech-Tech-SBH3216S102LSP_C908354.pdf"
"CBW321609U122T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1200","350","1000","","","LCSC","C129398","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_FH--Guangdong-Fenghua-Advanced-Tech-CBW321609U122T_C129398.pdf"
"PBY321611T-102Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","1000","150","1200","","","LCSC","C142050","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-PBY321611T-102Y-N_C142050.pdf"
"BLM31PG601SN1L","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB1206","footprints/inductor.PcbLib","1206","600","80","1500","","","LCSC","C16902","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292303_Murata-Electronics-BLM31PG601SN1L_C16902.pdf"
